Location,Crossnumber,FemalePlotName,Mother,Cycle,Father,MalePlotName,First_Pollination_Date,Bunch_Harvest_Date,Seed_Extraction_Date,Total_Seeds,Embryo_Rescue_Date,Number_of_Embryo_Rescued,Good_Seeds,Number_of_Embryo_Germinating,Germination_Date
Arusha,NM201808_(136601C2/136328),16NM_ITC1455-MchareMlelembo_plot426_r21c6,ITC1455-Mchare Mlelembo,2.0,ITC0609 Pahang,16NM_ITC0609-Pahang_plot211_r11c1,2018-08-16,,,,,,,,
Arusha,NM201808_(136601C2/136706),16NM_ITC1455-MchareMlelembo_plot426_r21c6,ITC1455-Mchare Mlelembo,2.0,ITC0712,16NM_ITC0712-AAcvRose_plot85_r5c1,2018-08-16,,,,,,,,
Arusha,NM201808_517,16NM_Huti-white_plot170r9c2,Huti-white,,SH3142,,2018-08-06,2019-01-15,2019-01-24,9.0,2019-01-28,4.0,4.0,,
Arusha,NM201808_521,16NM_Huti-white_plot212r11c2,Huti-white,,SH3142,,2018-08-10,2019-01-15,2019-01-25,7.0,2019-01-28,4.0,4.0,2.0,2019-02-12
Arusha,NM201808_522,16NM_Huti-white_plot377r18c2,Huti-white,,SH3142,,2018-08-10,2019-01-02,2019-01-09,2.0,2019-01-11,1.0,1.0,1.0,2019-02-12
Arusha,NM201808_530,16NM_Huti-white_plot1r1c1,Huti-white,,SH3142,,2018-08-20,2019-01-02,2019-01-25,12.0,2018-12-28,7.0,7.0,6.0,2019-02-12
Arusha,NM201808_531,16NM_Huti-white_plot461r22c2,Huti-white,,SH3142,,2018-08-20,2019-01-12,2019-01-21,12.0,2019-01-28,8.0,8.0,3.0,2019-02-20
Arusha,NM201809_(136293C2/136357),16NM_ITC1468-Kahuti_plot16_r1c16,ITC1468,2.0,ITC0609 Pahang,16NM_ITC0609-Pahang_plot168_r8c1,2018-09-11,,,,,,,,
Arusha,NM201809_(136301C2/136295),16NM_ITC1455-MchareMlelembo_plot424_r21c4,ITC1455-Mchare Mlelembo,2.0,ITC0712,16NM_ITC0712-AAcvRose_plot84_r4c1,2018-09-28,,,,,,,,
Arusha,NM201809_(136330C2/136283),16NM_ITC1468-Kahuti_plot15_r1c15,ITC1468,2.0,ITC0609 Pahang,16NM_ITC0609-Pahang_plot127_r7c1,2018-09-19,,,,,,,,
Arusha,NM201809_(136371C2/136328),16NM_ITC1455-MchareMlelembo_plot412_r20c9,ITC1455-Mchare Mlelembo,2.0,ITC0609 Pahang,16NM_ITC0609-Pahang_plot211_r11c1,2018-09-12,2019-01-15,2019-01-25,3.0,2019-01-28,3.0,3.0,1.0,2019-02-20
Arusha,NM201809_(136395C2/136460),16NM_ITC1468-Kahuti_plot5_r1c5,ITC1468,2.0,ITC0712,16NM_ITC0712-AAcvRose_plot1_r1c1,2018-09-10,,,,,,,,
Arusha,NM201809_(136417C2/136328),16NM_ITC1455-MchareMlelembo_plot430_r21c10,ITC1455-Mchare Mlelembo,2.0,ITC0609 Pahang,16NM_ITC0609-Pahang_plot211_r11c1,2018-09-12,2018-12-19,2018-12-26,0.0,,,,,
Arusha,NM201809_(136423C2/136653),16NM_ITC1455-MchareMlelembo_plot415_r20c6,ITC1455-Mchare Mlelembo,2.0,ITC0609 Pahang,16NM_ITC0609-Pahang_plot210_r10c1,2018-09-04,2018-12-03,2018-12-10,0.0,,,,,
Arusha,NM201809_(136443C2/136510),16NM_ITC1455-MchareMlelembo_plot417_r20c4,ITC1455-Mchare Mlelembo,2.0,ITC0609 Pahang,16NM_ITC0609-Pahang_plot169_r9c1,2018-09-27,2019-02-07,2019-02-20,0.0,,,,,
Arusha,NM201809_(136444C2/136295),16NM_ITC1468-Kahuti_plot12_r1c12,ITC1468,2.0,ITC0712,16NM_ITC0712-AAcvRose_plot84_r4c1,2018-09-28,,,,,,,,
Arusha,NM201809_(136458C2/136510),16NM_ITC1455-MchareMlelembo_plot402_r20c19,ITC1455-Mchare Mlelembo,2.0,ITC0609 Pahang,16NM_ITC0609-Pahang_plot169_r9c1,2018-09-21,,,,,,,,
Arusha,NM201809_(136463C2/136490),16NM_ITC1455-MchareMlelembo_plot416_r20c5,ITC1455-Mchare Mlelembo,2.0,ITC0712,16NM_ITC0712-AAcvRose_plot42_r2c1,2018-09-04,,,,,,,,
Arusha,NM201809_(136487C2/136510),16NM_MchareLaini_plot269_r13c17,Mchare Laini,2.0,ITC0609 Pahang,16NM_ITC0609-Pahang_plot169_r9c1,2018-09-12,2019-01-23,2019-01-30,0.0,,,,,
Arusha,NM201809_(136506C2/136599),16NM_ITC1460-IjihuInkundu_plot317_r16c20,ITC1460,2.0,ITC0712,16NM_ITC0712-AAcvRose_plot126_r6c1,2018-09-12,2020-11-17,,,,,,,
Arusha,NM201809_(136525C2/136357),16NM_MchareLaini_plot272_r13c20,Mchare Laini,2.0,ITC0609 Pahang,16NM_ITC0609-Pahang_plot168_r8c1,2018-09-28,2019-02-07,2019-02-22,3.0,2019-03-21,2.0,2.0,1.0,2019-05-02
Arusha,NM201809_(136617C2/136460),16NM_ITC1468-Kahuti_plot7_r1c7,ITC1468,2.0,ITC0712,16NM_ITC0712-AAcvRose_plot1_r1c1,2018-09-25,2019-02-07,2019-02-20,0.0,,,,,
Arusha,NM201809_(136622C2/136510),16NM_ITC1468-Kahuti_plot99_r5c15,ITC1468,2.0,ITC0609 Pahang,16NM_ITC0609-Pahang_plot169_r9c1,2018-09-27,2019-02-27,,,,,,,
Arusha,NM201809_(136636C2/136706),16NM_ITC1468-Kahuti_plot10_r1c10,ITC1468,2.0,ITC0712,16NM_ITC0712-AAcvRose_plot85_r5c1,2018-09-14,,,,,,,,
Arusha,NM201809_(136686C2/136510),16NM_MchareLaini_plot192_r10c19,Mchare Laini,2.0,ITC0609 Pahang,16NM_ITC0609-Pahang_plot169_r9c1,2018-09-26,2019-02-19,2019-02-28,9.0,,,,,
Arusha,NM201809_(136689C2/136295),16NM_ITC1468-Kahuti_plot59_r3c17,ITC1468,2.0,ITC0712,16NM_ITC0712-AAcvRose_plot84_r4c1,2018-09-19,2019-01-23,2019-01-30,0.0,,,,,
Arusha,NM201809_(153086C1/161582),16NM_Huti-white_plot209r10c2,Huti-white,1.0,ITC0712 Cv Rose,Males_ITCO712_Cv_Rose_r2c1_plot22,2018-09-25,,,,,,,,
Arusha,NM201809_538,16NM_Huti-white_plot2r1c2,Huti-white,,ITC0609 Pahang,,2018-09-03,2019-02-18,2019-02-22,173.0,2019-02-26,149.0,149.0,74.0,2019-03-13
Arusha,NM201809_552,16NM_Huti-white_plot209r10c2,Huti-white,,ITC0712 Cv Rose,,2018-09-24,2019-03-07,2019-03-20,29.0,2019-03-21,12.0,12.0,7.0,2019-05-02
Arusha,NM201809_553,16NM_Huti-white_plot338r17c2,Huti-white,,ITC0253 Borneo,,2018-09-24,,,,,,,,
Arusha,NM201810_(136294C2/161548),16NM_ITC1468-Kahuti_plot55_r3c13,ITC1468,2.0,ITC0609 Pahang,Males_ITC0609_Pahang_r1c11_plot19,2018-10-03,,,,,,,,
Arusha,NM201810_(136300C2/136460),16NM_ITC1468-Kahuti_plot57_r3c15,ITC1468,2.0,ITC0712,16NM_ITC0712-AAcvRose_plot1_r1c1,2018-10-01,,,,,,,,
Arusha,NM201810_(136301C2/136653),16NM_ITC1455-MchareMlelembo_plot424_r21c4,ITC1455-Mchare Mlelembo,2.0,ITC0609 Pahang,16NM_ITC0609-Pahang_plot210_r10c1,2018-09-29,,,,,,,,
Arusha,NM201810_(136309C2/136460),16NM_ITC1468-Kahuti_plot31_r2c12,ITC1468,2.0,ITC0712,16NM_ITC0712-AAcvRose_plot1_r1c1,2018-10-08,2019-01-23,2019-02-15,2.0,2019-02-26,2.0,2.0,1.0,2019-04-25
Arusha,NM201810_(136311C2/136510),16NM_ITC1468-Kahuti_plot11_r1c11,ITC1468,2.0,ITC0609 Pahang,16NM_ITC0609-Pahang_plot169_r9c1,2018-10-02,2019-02-07,2019-02-14,0.0,,,,,
Arusha,NM201810_(136316C2/136460),16NM_ITC1460-IjihuInkundu_plot292_r14c3,ITC1460,2.0,ITC0712,16NM_ITC0712-AAcvRose_plot1_r1c1,2018-10-09,2019-01-24,2019-01-31,54.0,2019-02-07,34.0,34.0,,
Arusha,NM201810_(136319C2/136357),16NM_ITC1468-Kahuti_plot29_r2c14,ITC1468,2.0,ITC0609 Pahang,16NM_ITC0609-Pahang_plot168_r8c1,2018-10-19,2019-03-15,,,,,,,
Arusha,NM201810_(136325C2/136460),16NM_ITC1455-MchareMlelembo_plot429_r21c9,ITC1455-Mchare Mlelembo,2.0,ITC0712,16NM_ITC0712-AAcvRose_plot1_r1c1,2018-10-26,2019-02-07,2019-02-20,0.0,,,,,
Arusha,NM201810_(136327C2/136490),16NM_ITC1468-Kahuti_plot58_r3c16,ITC1468,2.0,ITC0712,16NM_ITC0712-AAcvRose_plot42_r2c1,2018-10-16,2019-02-13,2019-02-20,0.0,,,,,
Arusha,NM201810_(136376C2/136460),16NM_ITC1460-IjihuInkundu_plot307_r15c13,ITC1460,2.0,ITC0712,16NM_ITC0712-AAcvRose_plot1_r1c1,2018-10-03,2019-01-23,2019-02-06,66.0,2019-02-07,36.0,36.0,13.0,2019-03-04
Arusha,NM201810_(136381C2/136357),16NM_ITC1468-Kahuti_plot96_r5c12,ITC1468,2.0,ITC0609 Pahang,16NM_ITC0609-Pahang_plot168_r8c1,2018-10-16,2019-03-19,2019-03-25,0.0,,,,,
Arusha,NM201810_(136432C2/136357),16NM_ITC1455-MchareMlelembo_plot438_r21c18,ITC1455-Mchare Mlelembo,2.0,ITC0609 Pahang,16NM_ITC0609-Pahang_plot168_r8c1,2018-10-16,2019-02-26,2019-03-12,0.0,,,,,
Arusha,NM201810_(136442C2/136510),16NM_ITC1468-Kahuti_plot97_r5c13,ITC1468,2.0,ITC0609 Pahang,16NM_ITC0609-Pahang_plot169_r9c1,2018-10-01,2019-02-21,2019-03-12,0.0,,,,,
Arusha,NM201810_(136444C2/136460),16NM_ITC1468-Kahuti_plot12_r1c12,ITC1468,2.0,ITC0712,16NM_ITC0712-AAcvRose_plot1_r1c1,2018-10-03,2019-02-07,2019-02-20,0.0,,,,,
Arusha,NM201810_(136451C2/136510),16NM_ITC1455-MchareMlelembo_plot405_r20c16,ITC1455-Mchare Mlelembo,2.0,ITC0609 Pahang,16NM_ITC0609-Pahang_plot169_r9c1,2018-10-02,2019-02-19,2019-02-28,1.0,2019-03-21,1.0,1.0,1.0,2019-04-25
Arusha,NM201810_(136464C2/136295),16NM_ITC1460-IjihuInkundu_plot338_r17c2,ITC1460,2.0,ITC0712,16NM_ITC0712-AAcvRose_plot84_r4c1,2018-10-17,,,,,,,,
Arusha,NM201810_(136473C2/136460),16NM_ITC1468-Kahuti_plot83_r4c2,ITC1468,2.0,ITC0712,16NM_ITC0712-AAcvRose_plot1_r1c1,2018-10-08,2019-03-25,2019-04-03,0.0,,,,,
