Location,Crossnumber,FemalePlotName,Mother,Cycle,Father,MalePlotName,First_Pollination_Date,Bunch_Harvest_Date,Seed_Extraction_Date,Total_Seeds,Embryo_Rescue_Date,Number_of_Embryo_Rescued,Good_Seeds,Number_of_Embryo_Germinating,Germination_Date
Sendusu,SE201810_(163262C1/132505),Tereza_16_Phase3_R17C4,Tereza,1,SH3217,17-SH3217_R13C3_plot183,2018-10-26 00:00:00+00:00,2019-08-08 21:00:00+00:00,2019-08-22 00:00:00+00:00,4.0,2019-09-02 00:00:00+00:00,3.0,3.0,,
Sendusu,SE201810_(163312C1/132635),Nakasabira_16_Phase3_R33C2,Nakasabira,1,7197-2,17-7197-2_R12C2_plot167,2018-10-17 00:00:00+00:00,,,,,,,,
Sendusu,SE201810_(163359C1/132512),Tereza_16_Phase3_R16C10,Tereza,1,7197-2,17-7197-2_R12C4_plot169,2018-10-10 00:00:00+00:00,,,,,,,,
Sendusu,SE201810_(163375C1/132625),Enzirabahima_16_Phase3_R25C5,ITC1354,1,SH3362,17-SH3362_R19C7_plot277,2018-10-30 00:00:00+00:00,2019-02-05 00:00:00+00:00,,,,,,,
Sendusu,SE201811_(162378C1/132635),25974S-17_14_R6P8,25974S-17,1,7197-2,17-7197-2_R12C2_plot167,2018-11-08 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(162412C1/132315),25974S-17_14_R5P7,25974S-17,1,10969S-1,17-10969s-1_R23C1_plot331,2018-11-27 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(162432C1/132512),29364S-2_14_R10P2,29364S-2,1,7197-2,17-7197-2_R12C4_plot169,2018-11-06 00:00:00+00:00,2019-02-24 21:00:00+00:00,2019-03-28 00:00:00+00:00,1.0,2019-04-01 00:00:00+00:00,0.0,0.0,,
Sendusu,SE201811_(162478C1/132354),25974S-17_14_R6P3,25974S-17,1,10969S-1,17-10969s-1_R23C10_plot340,2018-11-17 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(162501C1/132608),Enzirabahima_14_Phase1_R25C6,ITC1354,1,8075-7,17-8075-7_R3C3_plot33,2018-11-27 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(162516C1/132566),Nakasabira_14_Phase1_R33C10,Nakasabira,1,8075-7,17-8075-7_R1C2_plot2,2018-11-08 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(162529C1/132697),Nakyetengu_14_Phase1_R9C3,IITA-Nakyetengu,1,SH3217,17-SH3217_R13C5_plot185,2018-11-16 00:00:00+00:00,2019-02-26 21:00:00+00:00,2019-03-07 00:00:00+00:00,5.0,2019-03-26 00:00:00+00:00,5.0,5.0,,
Sendusu,SE201811_(162530C1/132624),Enzirabahima_14_Phase1_R26C4,ITC1354,1,TMB2X5265-1,17-5265-1_R8C3_plot108,2018-11-08 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(162533C1/132316),Entukura_14_Phase1_R5C11,Entukura,1,8075-7,17-8075-7_R2C1_plot16,2018-11-22 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(162538C1/132709),Nfuuka_14_Phase1_R13C6,Nfuuka,1,SH3217,17-SH3217_R14C1_plot196,2018-11-21 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(162550C1/132441),Nakyetengu_14_Phase1_R8C1,IITA-Nakyetengu,1,TMB2X5265-1,17-5265-1_R8C2_plot107,2018-11-29 00:00:00+00:00,2019-03-11 21:00:00+00:00,2019-03-28 00:00:00+00:00,0.0,,,,,
Sendusu,SE201811_(162566C1/132373),Kabucuragye_14_Phase1_R20C2,Kabucuragye,1,7197-2,17-7197-2_R12C3_plot168,2018-11-19 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(162572C1/132522),Tereza_14_Phase1_R17C4,Tereza,1,TMB2X5265-1,17-5265-1_R9C5_plot125,2018-11-27 00:00:00+00:00,2019-02-24 21:00:00+00:00,2019-03-07 00:00:00+00:00,0.0,,,,,
Sendusu,SE201811_(162613C1/132709),Tereza_14_Phase1_R17C13,Tereza,1,SH3217,17-SH3217_R14C1_plot196,2018-11-10 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(162626C1/132379),Kabucuragye_14_Phase1_R19C14,Kabucuragye,1,9128-3,17-9128-3_R4C4_plot49,2018-11-26 00:00:00+00:00,2019-02-28 21:00:00+00:00,2019-03-07 00:00:00+00:00,0.0,,,,,
Sendusu,SE201811_(162643C1/132617),Kazirakwe_14_Phase1_R28C17,ITC1355,1,7197-2,17-7197-2_R12C14_plot179,2018-11-24 00:00:00+00:00,2019-02-19 21:00:00+00:00,2019-02-28 00:00:00+00:00,2.0,2019-03-20 00:00:00+00:00,2.0,2.0,,
Sendusu,SE201811_(162658C1/132339),Enzirabahima_14_Phase1_R27C6,ITC1354,1,8075-7,17-8075-7_R2C14_plot29,2018-11-17 00:00:00+00:00,2019-02-19 21:00:00+00:00,2019-03-07 00:00:00+00:00,7.0,2019-03-20 00:00:00+00:00,4.0,4.0,1.0,2019-05-13 00:00:00+00:00
Sendusu,SE201811_(162659C1/132697),Enzirabahima_14_Phase1_R26C14,ITC1354,1,SH3217,17-SH3217_R13C5_plot185,2018-11-10 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(162666C1/132635),Enzirabahima_14_Phase1_R27C3,ITC1354,1,7197-2,17-7197-2_R12C2_plot167,2018-11-16 00:00:00+00:00,2019-02-08 00:00:00+00:00,,,,,,,
Sendusu,SE201811_(162675C1/132640),Kazirakwe_14_Phase1_R28C14,ITC1355,1,TMB2X5265-1,17-5265-1_R9C3_plot123,2018-11-22 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(162677C1/132522),Nakasabira_14_Phase1_R31C2,Nakasabira,1,TMB2X5265-1,17-5265-1_R9C5_plot125,2018-11-24 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(162691C1/132452),Kazirakwe_14_Phase1_R30C13,ITC1355,1,9128-3,17-9128-3_R4C7_plot52,2018-11-24 00:00:00+00:00,2019-02-05 00:00:00+00:00,,,,,,,
Sendusu,SE201811_(162708C1/132624),Entukura_14_Phase1_R4C6,Entukura,1,TMB2X5265-1,17-5265-1_R8C3_plot108,2018-11-01 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(162709C1/132310),Entukura_14_Phase1_R5C18,Entukura,1,SH3217,17-SH3217_R14C11_plot206,2018-11-26 00:00:00+00:00,2019-02-24 21:00:00+00:00,2019-03-07 00:00:00+00:00,0.0,,,,,
Sendusu,SE201811_(162721C1/132505),Tereza_14_Phase1_R16C9,Tereza,1,SH3217,17-SH3217_R13C3_plot183,2018-11-15 00:00:00+00:00,2019-02-11 00:00:00+00:00,2019-02-21 00:00:00+00:00,1.0,2019-03-20 00:00:00+00:00,1.0,1.0,,
Sendusu,SE201811_(162724C1/132566),Nakasabira_14_Phase1_R31C8,Nakasabira,1,8075-7,17-8075-7_R1C2_plot2,2018-11-05 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(162736C1/132484),Tereza_14_Phase1_R17C10,Tereza,1,7197-2,17-7197-2_R12C12_plot177,2018-11-29 00:00:00+00:00,2019-03-03 21:00:00+00:00,2019-03-14 00:00:00+00:00,6.0,2019-03-20 00:00:00+00:00,4.0,4.0,,
Sendusu,SE201811_(162752C1/132608),Enzirabahima_14_Phase1_R26C6,ITC1354,1,8075-7,17-8075-7_R3C3_plot33,2018-11-26 00:00:00+00:00,2019-02-11 00:00:00+00:00,2019-03-07 00:00:00+00:00,5.0,2019-03-20 00:00:00+00:00,3.0,3.0,,
Sendusu,SE201811_(162755C1/132649),Enzirabahima_14_Phase1_R25C5,ITC1354,1,9128-3,17-9128-3_R4C11_plot56,2018-11-14 00:00:00+00:00,2019-02-17 21:00:00+00:00,2019-03-07 00:00:00+00:00,5.0,2019-03-20 00:00:00+00:00,3.0,3.0,,
Sendusu,SE201811_(162769C1/132617),Kabucuragye_14_Phase1_R20C13,Kabucuragye,1,7197-2,17-7197-2_R12C14_plot179,2018-11-05 00:00:00+00:00,2019-02-08 00:00:00+00:00,,,,,,,
Sendusu,SE201811_(162803C1/132707),Tereza_14_Phase1_R18C14,Tereza,1,8075-7,17-8075-7_R3C4_plot34,2018-11-26 00:00:00+00:00,2019-02-24 21:00:00+00:00,2019-03-07 00:00:00+00:00,2.0,2019-03-20 00:00:00+00:00,2.0,2.0,,
Sendusu,SE201811_(162805C1/132697),Kazirakwe_14_Phase1_R29C2,ITC1355,1,SH3217,17-SH3217_R13C5_plot185,2018-11-22 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(162820C1/132610),Tereza_14_Phase1_R16C8,Tereza,1,8075-7,17-8075-7_R1C7_plot7,2018-11-01 00:00:00+00:00,2019-07-22 21:00:00+00:00,2019-08-01 00:00:00+00:00,0.0,,,,,
Sendusu,SE201811_(162823C1/132403),Nakasabira_14_Phase1_R33C14,Nakasabira,1,8075-7,17-8075-7_R1C8_plot8,2018-11-17 00:00:00+00:00,2019-02-05 00:00:00+00:00,,,,,,,
Sendusu,SE201811_(162831C1/132610),Tereza_14_Phase1_R16C17,Tereza,1,8075-7,17-8075-7_R1C7_plot7,2018-11-08 00:00:00+00:00,2019-01-18 00:00:00+00:00,,,,,,,
Sendusu,SE201811_(162860C1/132617),Tereza_14_Phase1_R18C12,Tereza,1,7197-2,17-7197-2_R12C14_plot179,2018-11-17 00:00:00+00:00,2019-02-17 21:00:00+00:00,2019-02-28 00:00:00+00:00,2.0,2019-03-20 00:00:00+00:00,2.0,2.0,,
Sendusu,SE201811_(162871C1/132498),Kazirakwe_14_Phase1_R30C5,ITC1355,1,9128-3,17-9128-3_R4C1_plot46,2018-11-08 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(162891C1/132512),Nfuuka_14_Phase1_R15C12,Nfuuka,1,7197-2,17-7197-2_R12C4_plot169,2018-11-10 00:00:00+00:00,2019-02-08 00:00:00+00:00,2019-02-21 00:00:00+00:00,0.0,,,,,
Sendusu,SE201811_(162893C1/132348),Tereza_14_Phase1_R17C12,Tereza,1,7197-2,17-7197-2_R11C3_plot153,2018-11-26 00:00:00+00:00,2019-02-24 21:00:00+00:00,2019-02-28 00:00:00+00:00,1.0,2019-03-20 00:00:00+00:00,1.0,1.0,,
Sendusu,SE201811_(162894C1/132512),Kabucuragye_14_Phase1_R20C16,Kabucuragye,1,7197-2,17-7197-2_R12C4_plot169,2018-11-26 00:00:00+00:00,2019-03-11 21:00:00+00:00,2019-03-14 00:00:00+00:00,1.0,2019-03-20 00:00:00+00:00,1.0,1.0,,
Sendusu,SE201811_(162897C1/132608),Tereza_14_Phase1_R18C17,Tereza,1,8075-7,17-8075-7_R3C3_plot33,2018-11-07 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(162926C1/132684),Entukura_14_Phase1_R4C4,Entukura,1,7197-2,17-7197-2_R11C5_plot155,2018-11-07 00:00:00+00:00,2019-02-19 21:00:00+00:00,2019-02-28 00:00:00+00:00,3.0,2019-03-20 00:00:00+00:00,3.0,3.0,1.0,2019-05-30 00:00:00+00:00
Sendusu,SE201811_(162928C1/132709),Tereza_14_Phase1_R16C2,Tereza,1,SH3217,17-SH3217_R14C1_plot196,2018-11-05 00:00:00+00:00,2019-02-17 21:00:00+00:00,2019-02-28 00:00:00+00:00,8.0,2019-03-20 00:00:00+00:00,5.0,5.0,,
Sendusu,SE201811_(162937C1/132650),Tereza_14_Phase2_R17C2,Tereza,1,9128-3,17-9128-3_R5C6_plot66,2018-11-22 00:00:00+00:00,2019-02-20 00:00:00+00:00,2019-03-07 00:00:00+00:00,0.0,,,,,
Sendusu,SE201811_(162956C1/132348),Tereza_14_Phase2_R17C9,Tereza,1,7197-2,17-7197-2_R11C3_plot153,2018-11-21 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(162979C1/132475),Enzirabahima_14_Phase2_R25C3,ITC1354,1,8075-7,17-8075-7_R2C10_plot25,2018-11-27 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(162984C1/132697),Tereza_14_Phase2_R17C1,Tereza,1,SH3217,17-SH3217_R13C5_plot185,2018-11-27 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(162990C1/132625),Kazirakwe_14_Phase2_R30C4,ITC1355,1,SH3362,17-SH3362_R19C7_plot277,2018-11-10 00:00:00+00:00,2019-02-14 21:00:00+00:00,2019-02-21 00:00:00+00:00,0.0,,,,,
Sendusu,SE201811_(163004C1/132625),Kazirakwe_14_Phase2_R30C2,ITC1355,1,SH3362,17-SH3362_R19C7_plot277,2018-11-19 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(163028C1/132649),Nakasabira_14_Phase2_R31C2,Nakasabira,1,9128-3,17-9128-3_R4C11_plot56,2018-11-08 00:00:00+00:00,2019-02-05 00:00:00+00:00,,,,,,,
Sendusu,SE201811_(163044C1/132617),Nakyetengu_14_Phase2_R8C3,IITA-Nakyetengu,1,7197-2,17-7197-2_R12C14_plot179,2018-11-24 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(163052C1/132403),Nakasabira_14_Phase2_R32C7,Nakasabira,1,8075-7,17-8075-7_R1C8_plot8,2018-11-19 00:00:00+00:00,,2019-02-28 00:00:00+00:00,2.0,2019-03-20 00:00:00+00:00,1.0,1.0,,
Sendusu,SE201811_(163064C1/132339),Kazirakwe_14_Phase2_R28C2,ITC1355,1,8075-7,17-8075-7_R2C14_plot29,2018-11-27 00:00:00+00:00,2019-02-24 21:00:00+00:00,2019-03-07 00:00:00+00:00,4.0,2019-03-20 00:00:00+00:00,3.0,3.0,,
Sendusu,SE201811_(163100C1/132441),Enzirabahima_14_Phase2_R27C3,ITC1354,1,TMB2X5265-1,17-5265-1_R8C2_plot107,2018-11-15 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(163103C1/132373),Nakyetengu_14_Phase2_R8C5,IITA-Nakyetengu,1,7197-2,17-7197-2_R12C3_plot168,2018-11-29 00:00:00+00:00,2019-02-24 21:00:00+00:00,2019-03-14 00:00:00+00:00,0.0,,,,,
Sendusu,SE201811_(163105C1/132330),Entukura_14_Phase2_R5C9,Entukura,1,8075-7,17-8075-7_R3C1_plot31,2018-11-08 00:00:00+00:00,2019-02-08 00:00:00+00:00,,,,,,,
Sendusu,SE201811_(163122C1/132696),Kabucuragye_14_Phase2_R19C8,Kabucuragye,1,8075-7,17-8075-7_R1C3_plot3,2018-11-21 00:00:00+00:00,2019-02-24 21:00:00+00:00,2019-03-07 00:00:00+00:00,0.0,,,,,
Sendusu,SE201811_(163125C1/132505),Enzirabahima_14_Phase2_R25C6,ITC1354,1,SH3217,17-SH3217_R13C3_plot183,2018-11-19 00:00:00+00:00,2019-02-08 00:00:00+00:00,,,,,,,
Sendusu,SE201811_(163140C1/132635),Kabucuragye_14_Phase2_R19C2,Kabucuragye,1,7197-2,17-7197-2_R12C2_plot167,2018-11-17 00:00:00+00:00,2019-02-19 21:00:00+00:00,2019-03-07 00:00:00+00:00,0.0,,,,,
Sendusu,SE201811_(163151C1/132649),Entukura_14_Phase2_R4C6,Entukura,1,9128-3,17-9128-3_R4C11_plot56,2018-11-21 00:00:00+00:00,2019-02-26 21:00:00+00:00,2019-03-07 00:00:00+00:00,0.0,,,,,
Sendusu,SE201811_(163175C1/132555),Tereza_16_Phase3_R18C8,Tereza,1,9128-3,17-9128-3_R4C15_plot60,2018-11-28 00:00:00+00:00,2019-02-28 21:00:00+00:00,2019-03-14 00:00:00+00:00,0.0,,,,,
Sendusu,SE201811_(163185C1/132452),Entukura_16_Phase3_R6C7,Entukura,1,9128-3,17-9128-3_R4C7_plot52,2018-11-28 00:00:00+00:00,2019-02-28 21:00:00+00:00,2019-03-07 00:00:00+00:00,0.0,,,,,
Sendusu,SE201811_(163189C1/132514),Kazirakwe_16_Phase3_R29C4,ITC1355,1,7197-2,17-7197-2_R12C6_plot171,2018-11-17 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(163210C1/132425),Entukura_16_Phase3_R6C9,Entukura,1,9128-3,17-9128-3_R5C1_plot61,2018-11-05 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(163221C1/132403),Kabucuragye_16_Phase3_R20C7,Kabucuragye,1,8075-7,17-8075-7_R1C8_plot8,2018-11-19 00:00:00+00:00,2019-02-24 21:00:00+00:00,2019-03-07 00:00:00+00:00,0.0,,,,,
Sendusu,SE201811_(163239C1/132316),Nfuuka_16_Phase3_R15C2,Nfuuka,1,8075-7,17-8075-7_R2C1_plot16,2018-11-23 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(163244C1/132339),Kazirakwe_16_Phase3_R30C2,ITC1355,1,8075-7,17-8075-7_R2C14_plot29,2018-11-27 00:00:00+00:00,2019-02-28 21:00:00+00:00,2019-03-07 00:00:00+00:00,5.0,2019-03-20 00:00:00+00:00,4.0,4.0,,
Sendusu,SE201811_(163252C1/132348),Enzirabahima_16_Phase3_R27C2,ITC1354,1,7197-2,17-7197-2_R11C3_plot153,2018-11-19 00:00:00+00:00,2019-02-24 21:00:00+00:00,,,,,,,
Sendusu,SE201811_(163257C1/132566),Nakasabira_16_Phase3_R32C4,Nakasabira,1,8075-7,17-8075-7_R1C2_plot2,2018-11-13 00:00:00+00:00,2019-02-05 00:00:00+00:00,,,,,,,
Sendusu,SE201811_(163288C1/132566),Nakyetengu_16_Phase3_R7C3,IITA-Nakyetengu,1,8075-7,17-8075-7_R1C2_plot2,2018-11-08 00:00:00+00:00,2019-02-11 00:00:00+00:00,2019-02-21 00:00:00+00:00,14.0,2019-03-26 00:00:00+00:00,11.0,11.0,,
Sendusu,SE201811_(163290C1/132498),Nfuuka_16_Phase3_R13C3,Nfuuka,1,9128-3,17-9128-3_R4C1_plot46,2018-11-12 00:00:00+00:00,2019-02-08 00:00:00+00:00,,,,,,,
Sendusu,SE201811_(163327C1/132522),Nakasabira_16_Phase3_R31C4,Nakasabira,1,TMB2X5265-1,17-5265-1_R9C5_plot125,2018-11-06 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(163331C1/132649),Nakasabira_16_Phase3_R32C1,Nakasabira,1,9128-3,17-9128-3_R4C11_plot56,2018-11-19 00:00:00+00:00,2019-02-14 21:00:00+00:00,2019-02-21 00:00:00+00:00,1.0,2019-03-26 00:00:00+00:00,1.0,1.0,,
Sendusu,SE201811_(163332C1/132505),Nakyetengu_16_Phase3_R8C10,IITA-Nakyetengu,1,SH3217,17-SH3217_R13C3_plot183,2018-11-05 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(163370C1/132610),Kazirakwe_16_Phase3_R29C2,ITC1355,1,8075-7,17-8075-7_R1C7_plot7,2018-11-05 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(163373C1/132425),Enzirabahima_16_Phase3_R27C7,ITC1354,1,9128-3,17-9128-3_R5C1_plot61,2018-11-02 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(163402C1/132522),Tereza_16_Phase3_R18C1,Tereza,1,TMB2X5265-1,17-5265-1_R9C5_plot125,2018-11-27 00:00:00+00:00,2019-03-03 21:00:00+00:00,2019-03-14 00:00:00+00:00,0.0,,,,,
Sendusu,SE201811_(163404C1/132348),Entukura_16_Phase3_R4C4,Entukura,1,7197-2,17-7197-2_R11C3_plot153,2018-11-12 00:00:00+00:00,,,,,,,,
Sendusu,SE201811_(163407C1/132348),Enzirabahima_16_Phase3_R26C4,ITC1354,1,7197-2,17-7197-2_R11C3_plot153,2018-11-08 00:00:00+00:00,,,,,,,,
Sendusu,SE201812_(162384C1/132325),29275S-1_14_R8P3,29275S-1,1,10969S-1,17-10969s-1_R22C1_plot316,2018-12-12 00:00:00+00:00,2019-03-26 21:00:00+00:00,2019-04-04 00:00:00+00:00,0.0,,,,,
